,content,label
26,"RE : FB Vanity URLs : SF Chronicle - `` David Beckham was one of the first , along with Britney Spears & Donald Trump . ''",1
27,- Wishing a Happy Father 's Day to all the Dad 's out there - YOU are a champion today and everyday !,1
28,“ Expand your life every day. ” –Donald J. Trump,1
29,Donald Trump ’ s commercial-free WWE Raw does big rating :,1
30,RE : Michael Jackson : `` He was a great friend and a spectacular entertainer . It ’ s a devastating loss ! '' -Donald J. Trump,1
31,Watch a powerful and frank interview with Donald Trump about the economy on Greta Van Susteren 's On The Record :,1
32,Here 's to a safe and happy Independence Day for one and all - Enjoy it ! -- Donald J. Trump,1
33,`` Be aware of things that seem inexplicable because they can be a big step towards innovation . '' -- Donald J. Trump,1
34,Donald Trump backs 'Apprentice ' Randal Pinkett for N.J . Lieutenant Governor :,1
35,Congrats to winners from around the world who entered the `` Think Like A Champion '' signed book/keychain contest !,1
36,Check out a list of Donald Trump 's books for summer reading at the Trump University Blog :,1
37,Browse Donald Trump 's Summer Reading List for Business Success at the Trump University Blog :,1
38,`` Think . That ’ s the first step . Use all your power to utilize and develop that capability '' -- Donald J. Trump,1
39,Ivanka is now on Twitter - You can follow her @ IvankaTrump - Have a terrific weekend !,1
40,-- Watch Donald Trump 's recent appearance on The Late Show with David Letterman :,1
41,"Watch the Miss Universe competition LIVE from the Bahamas - Sunday , 8/23 @ 9pm ( ET ) on NBC :",1
42,Reminder : The Miss Universe competition will be LIVE from the Bahamas - Tonight @ 9pm ( EST ) on NBC :,1
43,- Donald Trump bids to buy the Oreo Double Stuf Racing League . Check it out :,1
44,- More hysterical DSRL videos featuring Donald Trump and `` Double Trump '' plus enter Golden Lick Race Sweepstakes :,1
45,Read Donald Trump 's Top Ten Tips for Success :,1
46,"`` A lot of people have imagination , but ca n't execute -- you have to execute with the imagination . '' -- Donald J. Trump",1
47,"- Read what Donald Trump has to say about daughter Ivanka 's upcoming new book , The Trump Card :",1
48,Watch video of Ivanka Trump sharing business advice with 4 entrepreneurial women on GMA :,1
49,"Hear Donald Trump discuss big gov spending , banks , & taxes on Your World w/Neil Cavuto :",1
50,"-- From Donald Trump : `` Ivanka and Jared ’ s wedding was spectacular , and they make a beautiful couple . I ’ m a very proud father . ''",1
51,"-- Work has begun , ahead of schedule , to build the greatest golf course in history : Trump International – Scotland .",1
52,"Donald Trump Partners with TV1 on New Reality Series Entitled , Omarosa 's Ultimate Merger :",1
53,Wishing you and yours a very Happy and Bountiful Thanksgiving !,1
54,Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat,1
55,"From Donald Trump : Wishing everyone a wonderful holiday & a happy , healthy , prosperous New Year . Let ’ s think like champions in 2010 !",1
56,"Celebrity Apprentice returns to NBC , Sunday , 3/14 , 9-11PM ET/PT . Outstanding list of celebrities & season should be the best one yet !",1
57,Trump Tycoon App for iPhone & iPod Touch - It 's $ 2.99 but the advice is priceless !,1
58,from Donald Trump : `` I saw Lady Gaga last night and she was fantastic ! '',1
59,"Golf Channel & Donald Trump 's World of Golf host a Celebrity Match 1/25 @ TNGC LA , CA - Mark Wahlberg vs. Kevin Dillon",1
60,"Superbowl Sunday is a great American tradition . The Colts and Saints are already champions , but may the best team win !",1
61,Donald Trump appearing today on CNN International ’ s ‘ Connect the World ’ as ‘ Connector of the Day ’ . Submit questions :,1
62,Donald Trump appeared on the final episode of The Jay Leno Show to deliver a very special message :,1
63,"From Donald Trump : “ I ’ m so proud of my wife Melania and the launch of her new jewelry line , to debut on QVC on April 30th at 9 p.m . ”",1
64,From Donald Trump : Andrea Bocelli @ Mar-a-Lago - Many say best night of entertainment in long history of Palm Beach,1
65,"The Celebrity Apprentice has a two-hour premiere this Sunday , March 14th , at 9 p.m. on NBC . This will be the best season yet , see you then !",1
66,The new season of the Celebrity Apprentice is off to a great start -- last night it swept the 10 p.m. hour in every key demographic .,1
67,Olympic Gold Medalist Evan Lysacek just left my office . He is in town and wanted to meet me -- he 's a fanastic guy and a true champion .,1
68,I am happy to announce that theoriginal Apprentice -- which will offer job opportunities to those in need -- is coming back .,1
69,Last week 's episode of the Celebrity Apprentice set the stage for a great new season . Tune in this Sunday on NBC for even more excitement .,1
70,"The Trump Hotel Collection is currently nominated for Conde Nast Traveler Readers Choice Awards , Travel & Leisure and World Travel Awards .",1
71,The original Apprentice is coming back -- do you have what it takes to be the next Apprentice ? For casting details :,1
72,"The NYC casting call for The Apprentice is thisThursday , April 1 at Trump Tower . For all the information you need , go to NBC.com/casting .",1
73,Do n't forget the open call at Trump Tower tomorrow for The Apprentice . I look forward to seeing you there .,1
74,"Today 's open call drew thousands of eager applicants . It was an impressive group , I enjoyed meeting them . We 've got some great candidates !",1
75,"Last night Melania and I attended the Skating with the Stars Gala at Wollman Rink in Central Park , it was fantastic . Stay tuned for Part 2 ..",1
76,"Then we attended the Scottish fashion show that benefits veterans , Dressed to Kilt 2010 , which I co-hosted with Sir Sean and Lady Connery .",1
77,"My bestselling book from last April , Think Like a Champion , is now available in paperback . It 's inspiring , entertaining , and a great read .",1
78,Trump SoHo opens this Friday and it is fantastic ! Check out the Trump Hotel Collection ...,1
79,This is a terrific day for downtown New York . Trump SoHo is unlike anything else . Be sure to visit this fantastic hotel soon !,1
80,The premiere of `` Donald J. Trump 's Fabulous World of Golf '' is tomorrow night at 9 p.m . ET on Golf Channel . Tune in for a great adventure !,1
81,Looking forward to seeing the World Champion Yankees today on opening day !,1
82,"`` Before Kids Can Go Places , They Need a Place To Go '' -- the motto of The Police Athletic League , an organization I 'm very proud to support",1
83,"On Sunday , Jerome Bettis 'the bus ' from the Pittsburgh Steelers will play at Trump Int ' l Golf Club/Palm Beach against Julius Erving 'Dr J '",1
84,Tune in to The Marriage Ref onThursday night at 10 p.m. on NBC -- I 'm on the panel of experts along with Gloria Estefan & Adam Carolla .,1
85,Melania and I saw American Idiot on Broadway last night and it was great . An amazing theatrical experience !,1
86,Melania and I will be appearing on The View tomorrow at 11 a.m. on CBS . Tune in for some great fun !,1
87,"To put on your calendar for May : Miss USA 2010 , live from Las Vegas on May 16th , 7 p.m . ET on NBC . I 'll be there -- tune in for a great show !",1
88,Our thoughts and prayers remain with Bret Michaels and his family and for his speedy recovery .,1
89,"Melania and I will be appearing on Larry King Live tonight , 9 p.m. on CNN . Be sure to tune in for some great conversation !",1
90,Melania will be on QVC tomorrow night at 9 p.m . ET to introduce her beautiful and inspiring Melania Timepieces & Fashion Jewelry collection .,1
91,Be sure to look for my beautiful wife Melania Trump tonight on QVC at 9 pm ET where she will be debuting her fantastic jewelry collection .,1
92,"Looking forward to the 2010 Miss USA Pageant , Sunday May 16 on NBC , 7 p.m . ET , hosted by Curtis Stone and Natalie Morales .",1
93,Also appearing on the Miss USA Pageant will be Country Superstar Trace Adkins and Pop Rock Sensation Boys Like Girls ...,1
94,Providing backstage commentary at the Miss USA Pageant will be comedic mother-daughter duo Joan and Melissa Rivers . A fantastic lineup !,1
95,We 're all very happy to hear of Bret Michael 's progress and send our best wishes for his full recovery .,1
96,"Looking forward to the 2010 Miss USA Pageant , Sunday May 16 on NBC , 7 p.m . ET , hosted by Curtis Stone & Natalie Morales live from Las Vegas .",1
97,"Congratulations to our new Miss USA , the beautiful Rima Fakih . Rima will represent us well at Miss Universe and be a wonderful Miss USA .",1
98,Put this on your calendar : The Celebrity Apprentice live finale is this Sunday at 9 p.m. on NBC . Who will be the next Celebrity Apprentice ?,1
99,"Check out Ivanka 's new FaceBook page and keep up with what 's happening -- from The Celebrity Apprentice , to jewlery to free tickets and more ..",1
100,The latest update on Bret Michaels is that he 's making every effort to attend the live finale of Celebrity Apprentice on Sunday -- so tune in !,1
101,Who 's your pick -- @ bretmichaels or @ hollyrpeete ? Vote now on Ivanka 's new Facebook page !,1
102,"Congratulations to Bret Michaels , the new Celebrity Apprentice . Bret 's a true champion , all of us were happy to see him and to see him win !",1
103,Ivanka caught up with Bret and Holly backstage . Both Bret and Holly were champions all the way .,1
104,The ratings for the Celebrity Apprentice were fantastic and everyone had a great time . It was a terrific season -- congrats to everyone !,1
105,"Scotland is beautiful . I spent several years looking for the right place , visiting over 200 sites , and this is absolutely the right place !",1
106,"The North Coast of Scotland is spectacular -- the sea , the sand dunes , the rolling bluffs -- we walked the course and it is fantastic .",1
107,"The Dunes here are amazing , and they 're how I learned about geomorphology , which is the study of movement landforms . We 've had a great trip",1
108,"Wishing everyone a Happy Memorial Day Weekend , with a special thought for all the veterans who have done so much for our freedom .",1
109,I 'll be turning the table on Larry King this Saturday night . I 'll be interviewing him in honor of the 25th Anniversary of his show .,1
110,Checking out the course at TNGC Westchester and it is fantastic . Should be a great season .,1
111,"Be sure to watch the Larry King Show tomorrow night on CNN , 9 p.m . I 'll be the host , Larry the guest .",1
112,Tonight I trade places with Larry King @ kingsthings and interview him on the 25th anniversary of his show . 9PM on CNN featuring best clips .,1
113,I am honored to be chosen by Gray Line for their NY Ride of Fame Campaign . Today we had the ribbon cutting ceremony in front of Trump Tower .,1
114,Check out Gray Line 's site for the Donald Trump Ride of Fame ...,1
115,"Rima Fakih , our beautiful Miss USA , rode with me on the Gray Line Ride of Fame yesterday ...",1
116,WSJ covers Ride of Fame,1
117,"Had a fantastic dinner last night at Quattro , in the Trump SoHo Hotel . It 's already one of the hottest new restaurants in the city .",1
118,And Trump SoHo New York is one of the hottest new hotels anywhere ....,1
119,Tune in tonight at 9 pm on TV One for `` The Ultimate Merger '' starring the one and only Omarosa and twelve brave bachelors ...,1
120,The Ultimate Merger :,1
121,Tonight be sure to watch Melania and Ivanka on Larry King Live for a Celebrity Relief Telethon,1
122,"For more information on tonight 's two hour telethon , 8 to 10 p.m. :",1
123,Great job on the Larry King Live Gulf Telethon last night -- $ 1.3 million was raised in 2 hours .,1
124,"The Eric Trump Foundation has raised over $ 1,000,000 towards St. Jude Children 's Research Hospital .",1
125,`` Trading Shots with Donald Trump '' -- a great article in the Wall Street Journal,1
126,Work is expected to begin today on my golf course in Scotland . It will be spectacular !,1
127,Wishing everyone a wonderful Independence Day weekend . We have a lot to be thankful for .,1
128,"Due to popular demand , CNN will re-broadcast the Larry King Live show I hosted in June , in which I interview Larry . Monday July 5 , 9 pm CNN",1
129,The new edition of The Apprentice will be on Thursdays this fall at 10 pm ET -- -I 'm putting people back to work !,1
130,George Steinbrenner was a great friend and a true legend . There will never be anyone like him in New York . We 've lost a truly great man .,1
131,Visited some very beautiful golf courses this weekend ... this is one ...,1
132,and here 's another ....,1
133,and yet another ... all of them are spectacular .,1
134,"I 'm proud to accept the 2010 HollyRod Foundation Humanitarian Award from Holly Robinson Peete , who raised $ 700,000 on Celebrity Apprentice",1
135,Could this be my newest apprentice ? ... Enter the contest .. .,1
136,I 'm helping the Serta Counting Sheep get back to work . Enter the contest and win a trip to Las Vegas ..,1
137,and stay at the fantastic Trump International Hotel Las Vegas ...,1
138,Enter the contest .... stay at Trump International Hotel Las Vegas,1
139,"The Miss Universe Pageant will be on August 23 ( 9-11 p.m. on NBC , ET ) with Bret Michaels and Natalie Morales to co-host , live from Las Vegas",1
140,"Performing live on the Miss Universe Pageant from the Mandalay Bay Resort & Casino will be Telemundo , Orianthi , John Legend and The Roots .",1
141,Mark your calenders for August 23rd :,1
142,"The Eric Trump Foundation , September 14",1
143,Eric 's Sept. 14th event will be held at Trump National Golf Club Westchester .,1
144,Check out the last webisode in our 3 part series featuring me with Serta . Which one was your favorite ?,1
145,Check out the last webisode in our 3 part series featuring me with Serta . Which one was your favorite ?,1
146,Friday is the last day to enter the Counting Sheep for Hire contest . Click here and you could win a trip,1
147,That trip would be to the Trump International Hotel Las Vegas ...,1
148,So do n't forget to enter the Serta Counting Sheep for Hire contest !,1
149,The original Apprentice returns with a two hour premiere on Thursday September 16th . Looking forward to a fantastic season !,1
150,Four more days until the Miss Universe Pageant . Be sure to tune in on Monday night at 9 p.m. on NBC -- it will be an amazing show .,1
151,It 's going to get hotter in Las Vegas tonight ! Watch the Miss Universe Pageant tonight on NBC at 9 p.m . I 'm looking forward to being there !,1
152,"Congratulations to Miss Mexico , Jimena Navarrete , our new Miss Universe 2010 , and congratulations to everyone for a fantastic show .",1
153,The Miss Universe Pageant raked in some great ratings ! A great job by everyone .,1
154,Spent a beautiful weekend golfing at Trump National Golf Club Westchester and Trump National Golf Club Bedminster .,1
155,Went to the Yankees game last night with Bill O'Reilly -- we had a great time watching the Yankees win !,1
156,I 'll be on The Late Show with David Letterman tonight -- be sure to tune in for a great show . 11:30 pm on CBS .,1
157,Check out Serta 's Counting Sheep ( and me ) at the Trump International Hotel New York,1
158,Check out Trump International Hotel & Tower New York -- spectacular !,1
159,I was invited by Caroline Wozniacki to sit with her family in her special box during her match at the U.S. Open yesterday . She 's fantastic !,1
160,There 's a lot going on at the Eric Trump Foundation ...,1
161,"Coming up soon : The two hour premiere of The Apprentice . Next Thursday , September 16th , at 9 pm on NBC .",1
162,I am very happy to have the civilian version of `` The Apprentice '' back on the air this fall . There will be excitement as well as opportunity .,1
163,Eric did a great job with his Eric Trump Foundation annual charity outing . I 'm proud of him .,1
164,Do n't forget to tune in tonight for the two hour premiere of The Apprentice . 9 pm EST on NBC . We 're all in for a fantastic new season !,1
165,"Be sure to tune in for Melania 's second QVC show for `` Melania Timepieces & Jewelry '' tonight , live from 9-10 pm on QVC",1
166,Do n't forget to tune in tonight at 10 p.m. on NBC for another action packed episode of The Apprentice .,1
167,See the new sizzle reel for The Apprentice,1
168,Tune in tonight at 10 pm on NBC for another exciting episode of The Apprentice -- and see the Dog Whisperer make an appearance .,1
169,Read Ivanka 's blog about last night 's Apprentice on Entertainment Weekly ...,1
170,"I 'm honored to be presented the award of Doctor of Business Administration Honoris Causa from Robert Gordon University in Aberdeen , Scotland",1
171,Do n't forget to tune in tonight for another exciting episode of The Apprentice -- 10 p.m. on NBC .,1
172,Scotland is beautiful and Trump Internatonal Golf Links-Scotland is progressing beautifully as well .,1
173,"Be sure to watch The Apprentice tonight , 10 p.m. on NBC -- it 's an episode you wo n't forget !",1
174,"An HR solutions company polled 1,000 employed adults to find out who would make ideal bosses ...",1
175,Do n't forget to tune in tonight to see another unpredictable and exciting episode of The Apprentice -- 10 pm on NBC,1
176,"Be prepared for a sensational episode of The Apprentice tomorrow night , 10 pm on NBC .",1
177,"I was on The View this morning . We talked about The Apprentice . Tonight 's episode is a great one -- tough , exciting and surprising . 10 pm/NBC",1
178,"I 'll be discussing a variety of topics tonight with Greta Van Susteren , 10 p.m. on Fox News . It will be the first of a two part series .",1
179,Tonight 's episode of The Apprentice is one you wo n't want to miss ! Be sure to tune in -- 10 p.m. on NBC .,1
180,Tonight 's episode of The Apprentice has a big surprise at the top of the show -- do n't miss it ! 10 p.m. on NBC .,1
181,My interview last week with Greta van Susteren is available here in slightly abridged form . Good info to know about .,1
182,We 're getting down to the wire on The Apprentice -- tune in tonight for some great action ! 10 p.m. on NBC .,1
183,"`` CNBC Titans : Donald Trump `` will be shown Friday Nov 19th at 9 pm and 1 am , Sunday 11/21 at 9 pm and 11/24 at 7 pm",1
184,Staff Sgt . Salvatore A. Giunta received the Medal of Honor from Pres . Obama this month . It was a great honor to have him visit me today .,1
185,Watch CNN tomorrow at 2 pm & 5 pm and on Friday at 7 pm & 11 pm for a Thanksgiving Special hosted by John King . I 'll be a featured guest .,1
186,Tomorrow night 's episode of The Apprentice delivers excitement at QVC along with appearances by Isaac Mizrahi and Cathie Black . 10 pm on NBC,1
187,My best wishes to everyone for a Happy Thanksgiving !,1
188,"Congratulations to Evan Lysacek for being nominated SI sportsman of the year . He 's a great guy , and he has my vote ! # EvanForSI",1
189,"Tonight 's episode of The Apprentice is one of the best ever -- we 're down to the final 3 , and it 's high excitement all the way . 10 pm on NBC .",1
190,"Tonight is the Apprentice finale -- -and it 's a fantastic episode in every way , with the great Liza Minnelli performing and a new Apprentice !",1
191,Congratulations to Brandy as our new Apprentice and to Clint for being a great player . It 's been a terrific season !,1
192,All the hotels currently open in the Trump Hotel Collection have been nominated for Travel & Leisure 's `` World 's Best Awards 2011 '' .....,1
193,"Those five hotels includeTrump International Hotel & Tower New York , Trump Soho New York , Trump International Hotel & Tower Chicago ...",1
194,"... Trump International Hotel Las Vegas , and Trump International Hotel & Tower Waikiki Beach Walk .",1
195,"I 'll be appearing on Larry King Live for his final show , Thursday night at 9 p.m. , CNN . Larry 's been on TV for 25 years ...",1
196,"Do n't forget to watch Larry King tonight , CNN at 9 pm . He 's a television legend and a great friend . It 's going to be a fantastic farewell .",1
197,Wishing everyone a very Happy Holiday season !,1
198,"WIshing everyone a happy , healthy and prosperous New Year !",1
199,Watch me on Late Night with Jimmy Fallon tomorrow night at 12:35 a.m. on NBC -- I 'll be making a big announcement !,1
200,"This afternoon I 'll be speaking with Neil Cavuto on Your World with Neil Cavuto , 4 p.m. on FOX News .",1
201,"Do n't forget to watch me tonight on Late Night with Jimmy Fallon , 12:35 a.m. on NBC . I 'll be making a big announcement !",1
202,"Busy doing phoners this week with Neil Cavuto , Wolf Blitzer , Fox & Friends , and Larry Kudlow .... check out",1
203,Do n't miss my fabulous World of Golf now in its second season on Golf Channel beginning January 31 at 9 pm ET . Celebrity matches and more ...,1
204,THe people at shouldtrumprun.com have got it right ! How are our factories supposed to compete with China and other countries ...,1
205,... when they have no environmental restrictions ! America ' s workers need us . '',1
206,Watch Melania on QVC this morning from 10 a.m. to 11 a.m. with her third line of her `` Melania Timepieces & Jewelry '' collection ...,1
207,Do n't miss my Fabulous World of Golf now in its second season on Golf Channel beginning tonight at 9 pm ET,1
208,"Be sure to watch Oprah today ( 4 pm on Channel 7 ) , I 'll be on with my entire family and it will be an entertaining hour ..",1
209,It was great to appear on Piers Morgan Tonight last night as his first live guest . Piers won the Celebrity Apprentice and he 's fantastic .,1
210,Watch my speech at CPAC in Washington DC yesterday ...,1
211,I was on CNN yesterday .....,1
212,"FoxNewsInsider with comments on my speech at CPAC in Washington , DC",1
213,Check out ShouldTrumpRun ....,1
214,From The Desk Of Donald Trump- two new videos up at and,1
215,"THe Westminster Dog Show asked if I 'd be interested in meeting Hickory , a Scottish Deerhound , who won Best in Show . She came to visit today !",1
216,I was speaking with Don Imus this morning ....,1
217,Watch the latest From The Desk Of Donald Trump at and read this article,1
218,Check out my interview from MSNBC at,1
219,"Check out today 's From The Desk Of Donald Trump at I 'm willing to answer your questions , tweet me ....",1
220,I answered your questions in today 's video ... watch at,1
221,"Coming up in March : The `` Comedy Central Roast of Donald Trump . '' March 15 , mark your calendars .",1
222,ALso coming up : The Celebrity Apprentice returns . Sunday night March 6 at 9 pm EST,1
223,"Check out today 's video blog I want to answer more of your questions , tweet me .....",1
224,I answered some of your questions in today 's video ...,1
225,I was on the TODAY Show this morning and then visited Regis & Kelly . The Celebrity Apprentice starts this Sunday night—don ’ t miss it !,1
226,I appeared on David Letterman last night . And do n't forget Sunday night -- -the first episode of Celebrity Apprentice will be on NBC at 9 pm .,1
227,Watch You 've Got Donald Trump at,1
228,"Mark it on your calendar : Comedy Central Roast , March 15th at 10:30 pm , for the Roast of Trump",1
229,My thoughts on last night 's Celebrity Apprentice also an observation I made recently,1
230,More of your questions answered in today 's video at Also here is my appearance on Neil Cavuto,1
231,I will be developing the two tallest towers in the Republic of Georgia .,1
232,"Do n't forget to tune in to the Celebrity Apprentice this Sunday night , 9 pm on NBC . The fireworks continue ....",1
233,My thoughts on last night 's Celebrity Apprentice as well as my latest video blog at,1
234,Tweet me more of your questions to answer in the next video ....,1
235,Watch as I humiliate a dais full of `` talent . '' # TrumpRoast airs tonight at 10:30/9:30c on Comedy Central,1
236,"Hey @ SnoopDogg @ ItstheSituation @ SethMacFarlane : Oh , I 'm real scared . # TrumpRoast airs tonight at 10:30/9:30 on @ Comedy Central .",1
237,Hey @ realjeffreyross @ whitney cummings @ lisalampanelli : you call yourselves comedians ? # TrumpRoast tonight 10:30/9:30c on @ ComedyCentral .,1
238,Check out the Trump Fabulous World of Golf site to meet the Fazio family -- -master golf course designers ....,1
239,Keep talking about me : use # TrumpRoast to tweet about how good I look on @ ComedyCentral tonight at 10:30/9:30c,1
240,Some of your most popular questions answered in today 's video,1
241,@ shouldtrumprun Hundreds of thousands of supporters have already gone to and joined the movement at shouldtrumprun.com Have you ?,1
242,"Catch me on Fox News right now , my interview with Neil Cavuto",1
243,Check out my interview on @ GMA,1
244,I 'll be on with Larry Kudlow of the Kudlow Report tonight on CNBC at 7 p.m. We 'll be discussing current affairs and politics . Tune in .,1
245,The Comedy Central Roast of Donald Trump last week was the # 1 highest rated Comedy Central Roast ever ... it brought in 3.5 milion viewers,1
246,"Do n't forget the Celebrity Apprentice , Sunday night at 9 pm on NBC for another surprising and exciting episode",1
247,I spoke with Fox and Friends today watch here,1
248,Here are my thoughts on last night 's episode of The Celebrity Apprentice ...,1
249,I want to see people make lots of $ $ and live better lives . I really think they can do that through TheTrumpNetwork,1
250,My thoughts on the Geico ad and more in today 's video blog ....,1
251,This is about the money I gave to charity -- and in response to your comments about Gadhafi ...,1
252,Check out my most recent interview with CNN ...,1
253,My appearance on The View ... and,1
254,My latest Celebrity Apprentice video blog ...,1
255,Watch me play both golf and baseball tonight on Donald J. Trump 's Fabulous World of Golf 9PM ET on Golf Channel ..,1
256,"Watch me tonight on The O'Reilly Factor at 8 pm and 11 pm EST , FOX News",1
257,Watch my latest video blog ....,1
258,My thoughts on The O'Reilly Factor and more here ...,1
259,Catch the second part of my interview with Bill O'Reilly tonight at 8pm on Fox News ....,1
260,Be sure to watch The Celebrity Apprentice on Sunday at 9 pm on NBC . It 's an episode you 'll want to see -- -and one you wo n't forget !,1
261,"I want to answer more of your questions in my next video blog , tweet me ....",1
262,My thoughts on this week 's episode of The Celebrity Apprentice ...,1
263,Check out video of today 's press conference at Trump Tower where the driver of the # Indy500 Pace Car was announced ...,1
264,I was featured on the @ todayshow this morning and was interviewed by @ meredithvieira . In case you missed it ...,1
265,@ The_Choirboy @ Shampa525 @ mcleeoo @ the_impetuous @ rdercjr Your questions were answered in my # trumpvlog watch here ...,1
266,I really enjoyed answering your tweets Please send more and I will answer them in the next # trumpvlog,1
267,"Tune in on Sunday at 9 pm on NBC for The Celebrity Apprentice , featuring pirates and more fireworks from the cast ...",1
268,"Do n't forget to tune in tonight for Donald J. Trump 's Fabulous World of Golf , 9 pm ET , Golf Channel",1
269,@ danmcisaac Hopefully this answers your question ... # trumpvlog,1
270,My thoughts on this week 's episode of The Celebrity Apprentice ... # trumpvlog,1
271,"Republicans watch out , the Democrats are already starting ...",1
272,Catch my interview on the @ hannityshow tonight at 9pm on @ foxnews .,1
273,My thoughts on the @ hannityshow and my appearance at The Tea Party this weekend ....,1
274,Thoughts on my speech this past weekend in today 's # trumpvlog ...,1
275,Do n't forget to watch Donald J. Trump 's Fabulous World of Golf tonight at 9 pm ET,1
276,This week 's The Celebrity Apprentice video blog ...,1
277,My appearances on @ todayshow and @ gma,1
278,Tweet me more of your questions for # trumpvlog ...,1
279,See the great things @ donaldjtrumpjr @ ivankatrump @ erictrump have been working on ....,1
280,@ hootie821 @ wishn2Bfamous @ khfritch Your questions were answered in today 's # trumpvlog…,1
281,Be sure to tune in for another exciting episode of The Celebrity Apprentice this Sunday at 9 p.m . ET on NBC…,1
282,"Tune in tonight to Donald J. Trump 's Fabulous World of Golf 9 pm ET , Golf Channel",1
283,New The Next Generation videos @ donaldjtrumpjr- @ ivankatrump- @ erictrump-,1
284,My thoughts on yesterday 's events in today 's # trumpvlog,1
285,"Be sure to watch the Celebrity Apprentice on Sunday night , 9 pm on NBC .",1
286,A preview of this Sunday 's The Celebrity Apprentice,1
287,"Do n't forget to watch Donald J. Trump 's Fabulous World of Golf -- -tonight at 9 pm , Golf Channel",1
288,I want to personally congratulate President Obama and the men women of the Armed Forces for a job very well ( cont ),1
289,"@ oreillyfactor is having a poll , cast your vote for me at",1
290,"Be sure to watch the Celebrity Apprentice on Sunday night , 8 pm on NBC .",1
291,Watch my appearance on @ foxandfriends ...,1
292,Watch Donald J. Trump 's Fabulous World of Golf on Golf Channel tonight at 9 pm ET,1
293,My thoughts on the speech in New Hampshire in my # trumpvlog Also you can watch the speech at,1
294,A sneak peek at Sunday 's episode of The Celebrity Apprentice ... # trumpvlog,1
295,Guests are raving about our exclusive hotel mattress and so we ’ ve made it available for purchase !,1
296,"NY Jets center , Nick Mangold , interns for Trump . Watch Trump 's Fabulous World of Golf tonight 9PM ET on Golf Channel",1
297,This has been a very difficult decision regarding the Presidential run and I want to thank all my twitter fans for your fantastic support .,1
298,Vote for the next Miss USA ... # VEGASusa11 # MissUSA,1
299,Check out today 's # trumpvlog about the upcoming episode of @ ApprenticeNBC .... # celebrityapprenticefinale,1
300,Get ready for some excitement -- the live finale of the Celebrity Apprentice is on this Sunday night -- do n't miss it !,1
301,My appearance on @ foxandfriends from today ....,1
302,Congratulations to John Rich and to Marlee Matlin for a terrific job throughout the season . You are both great !,1
303,"Thanks for all of your tremendous support over the past few months , stay tuned !",1
304,"@ TheRealMissUSA and the 2011 contestants stopped by Trump Tower yesterday , watch the video ... # MissUSA # VEGASusa11",1
305,"Wishing everyone a Happy Memorial Day , and a thank you to all the soldiers who protected our great country .",1
306,My thoughts on last night 's meeting with @ SarahPalinUSA in today 's # trumpvlog ...,1
307,Watch my appearances on Good Day NY ... and @ FoxandFriends ...,1
308,Tweet me your questions for the next # trumpvlog ....,1
309,Check out my speech from last Friday as well as my appearance this morning on @ foxandfriends,1
310,My thoughts on Anthony Weiner in today 's # trumpvlog ...,1
311,"Your most popular tweet answered , why I 'm holding off on a Presidential bid ... # trumpvlog",1
312,New on our YouTube channel today is a brand new # trumpdocumentary giving you a look inside the world of Trump Golf…,1
